Activity,Type,Start,Finish,Details
Feeding,Bottle,"2025-05-10, 13:30","2025-05-10, 13:45","144ml, formula"
Feeding,Bottle,"2025-05-10, 10:30","2025-05-10, 11:00","108ml, formula"
Feeding,Bottle,"2025-05-10, 07:35","2025-05-10, 07:50","133ml, formula"
Feeding,Bottle,"2025-05-10, 03:40","2025-05-10, 03:50","200ml, formula"
Feeding,Bottle,"2025-05-09, 20:35","2025-05-09, 20:40","67ml, formula"
Feeding,Bottle,"2025-05-09, 17:30","2025-05-09, 17:45","138ml, formula"
Feeding,Bottle,"2025-05-09, 13:35","2025-05-09, 14:00","183ml, formula"
Feeding,Bottle,"2025-05-09, 09:35","2025-05-09, 09:45","82ml, formula"
Feeding,Bottle,"2025-05-09, 06:30","2025-05-09, 06:50","161ml, formula"
Feeding,Bottle,"2025-05-09, 02:20","2025-05-09, 02:35","143ml, formula"
Feeding,Bottle,"2025-05-08, 22:45","2025-05-08, 23:00","115ml, formula"
Feeding,Bottle,"2025-05-08, 18:45","2025-05-08, 19:00","124ml, formula"
Feeding,Bottle,"2025-05-08, 16:05","2025-05-08, 16:30","153ml, formula"
Feeding,Bottle,"2025-05-08, 12:40","2025-05-08, 13:00","100ml, formula"
Feeding,Bottle,"2025-05-08, 08:50","2025-05-08, 09:10","91ml, formula"
Feeding,Bottle,"2025-05-08, 04:05","2025-05-08, 04:25","155ml, formula"
Feeding,Bottle,"2025-05-07, 22:55","2025-05-07, 23:05","105ml, formula"
Feeding,Bottle,"2025-05-07, 18:45","2025-05-07, 19:00","190ml, formula"
Feeding,Bottle,"2025-05-07, 15:25","2025-05-07, 15:40","160ml, formula"
Feeding,Bottle,"2025-05-07, 12:00","2025-05-07, 12:15","135ml, formula"
Feeding,Bottle,"2025-05-07, 09:00","2025-05-07, 09:15","128ml, formula"
Feeding,Bottle,"2025-05-07, 05:45","2025-05-07, 06:00","132ml, formula"
Feeding,Bottle,"2025-05-07, 00:15","2025-05-07, 00:30","164ml, formula"
Feeding,Bottle,"2025-05-06, 17:30","2025-05-06, 17:45","99ml, formula"
Feeding,Bottle,"2025-05-06, 14:10","2025-05-06, 14:20","164ml, formula"
Feeding,Bottle,"2025-05-06, 10:55","2025-05-06, 11:15","188ml, formula"
Feeding,Bottle,"2025-05-06, 06:55","2025-05-06, 07:15","142ml, formula"
Feeding,Bottle,"2025-05-06, 01:05","2025-05-06, 01:15","128ml, formula"
Feeding,Bottle,"2025-05-05, 19:00","2025-05-05, 19:30","186ml, formula"
Feeding,Bottle,"2025-05-05, 15:10","2025-05-05, 15:30","131ml, formula"
Feeding,Bottle,"2025-05-05, 12:10","2025-05-05, 12:40","137ml, formula"
Feeding,Bottle,"2025-05-05, 08:25","2025-05-05, 08:45","169ml, formula"
Feeding,Bottle,"2025-05-05, 03:20","2025-05-05, 03:40","182ml, formula"
Feeding,Bottle,"2025-05-04, 19:15","2025-05-04, 19:35","175ml, formula"
Feeding,Bottle,"2025-05-04, 16:35","2025-05-04, 17:05","166ml, formula"
Feeding,Bottle,"2025-05-04, 12:40","2025-05-04, 13:10","190ml, formula"
Feeding,Bottle,"2025-05-04, 08:45","2025-05-04, 08:55","172ml, formula"
Feeding,Bottle,"2025-05-04, 04:20","2025-05-04, 04:35","208ml, formula"
Feeding,Bottle,"2025-05-03, 19:45","2025-05-03, 20:00","134ml, formula"
Feeding,Bottle,"2025-05-03, 16:55","2025-05-03, 17:15","189ml, formula"
Feeding,Bottle,"2025-05-03, 13:30","2025-05-03, 13:50","139ml, formula"
Feeding,Bottle,"2025-05-03, 10:05","2025-05-03, 10:20","185ml, formula"
Feeding,Bottle,"2025-05-03, 06:20","2025-05-03, 07:00","152ml, formula"
Feeding,Bottle,"2025-05-03, 02:00","2025-05-03, 02:15","86ml, formula"
Feeding,Bottle,"2025-05-02, 18:40","2025-05-02, 19:40","168ml, formula"
Feeding,Bottle,"2025-05-02, 15:40","2025-05-02, 16:10","143ml, formula"
Feeding,Bottle,"2025-05-02, 12:35","2025-05-02, 12:50","111ml, formula"
Feeding,Bottle,"2025-05-02, 09:10","2025-05-02, 09:25","108ml, formula"
Feeding,Bottle,"2025-05-02, 05:55","2025-05-02, 06:10","133ml, formula"
Feeding,Bottle,"2025-05-01, 23:25","2025-05-01, 23:40","84ml, formula"
Feeding,Bottle,"2025-05-01, 18:50","2025-05-01, 19:05","131ml, formula"
Feeding,Bottle,"2025-05-01, 15:35","2025-05-01, 16:00","148ml, formula"
Feeding,Bottle,"2025-05-01, 12:30","2025-05-01, 13:00","126ml, formula"
Feeding,Bottle,"2025-05-01, 09:20","2025-05-01, 09:30","104ml, formula"
Feeding,Bottle,"2025-05-01, 06:05","2025-05-01, 06:20","127ml, formula"
Feeding,Bottle,"2025-04-30, 23:20","2025-04-30, 23:40","170ml, formula"
Feeding,Bottle,"2025-04-30, 17:45","2025-04-30, 18:00","176ml, formula"
Feeding,Bottle,"2025-04-30, 13:15","2025-04-30, 14:00","147ml, formula"
Feeding,Bottle,"2025-04-30, 09:10","2025-04-30, 09:25","130ml, formula"
Feeding,Bottle,"2025-04-30, 05:10","2025-04-30, 05:30","137ml, formula"
Feeding,Bottle,"2025-04-29, 20:00","2025-04-29, 20:05","49ml, formula"
Feeding,Bottle,"2025-04-29, 18:10","2025-04-29, 18:30","148ml, formula"
Feeding,Bottle,"2025-04-29, 14:45","2025-04-29, 15:00","100ml, formula"
Feeding,Bottle,"2025-04-29, 12:15","2025-04-29, 13:00","67ml, formula"
Feeding,Bottle,"2025-04-29, 08:55","2025-04-29, 09:10","142ml, formula"
Feeding,Bottle,"2025-04-29, 05:45","2025-04-29, 06:00","91ml, formula"
Feeding,Bottle,"2025-04-29, 01:05","2025-04-29, 01:20","140ml, formula"
Feeding,Bottle,"2025-04-28, 19:00","2025-04-28, 19:30","182ml, formula"
Feeding,Bottle,"2025-04-28, 16:30","2025-04-28, 17:00","117ml, formula"
Feeding,Bottle,"2025-04-28, 12:45","2025-04-28, 13:00","99ml, formula"
Feeding,Bottle,"2025-04-28, 09:30","2025-04-28, 09:45","193ml, formula"
Feeding,Bottle,"2025-04-28, 06:30","2025-04-28, 06:40","164ml, formula"
Feeding,Bottle,"2025-04-28, 00:40","2025-04-28, 00:50","142ml, formula"
Feeding,Bottle,"2025-04-27, 18:35","2025-04-27, 19:00","131ml, formula"
Feeding,Bottle,"2025-04-27, 15:35","2025-04-27, 15:50","146ml, formula"
Feeding,Bottle,"2025-04-27, 12:45","2025-04-27, 13:10","96ml, formula"
Feeding,Bottle,"2025-04-27, 09:40","2025-04-27, 10:00","129ml, formula"
Feeding,Bottle,"2025-04-27, 06:30","2025-04-27, 07:00","162ml, formula"
Feeding,Bottle,"2025-04-27, 00:10","2025-04-27, 00:20","110ml, formula"
Feeding,Bottle,"2025-04-26, 18:15","2025-04-26, 18:30","117ml, formula"
Feeding,Bottle,"2025-04-26, 15:05","2025-04-26, 15:15","172ml, formula"
Feeding,Bottle,"2025-04-26, 12:15","2025-04-26, 12:30","96ml, formula"
Feeding,Bottle,"2025-04-26, 09:10","2025-04-26, 09:35","155ml, formula"
Feeding,Bottle,"2025-04-26, 06:10","2025-04-26, 06:40","135ml, formula"
Feeding,Bottle,"2025-04-26, 01:35","2025-04-26, 01:40","104ml, formula"
Feeding,Bottle,"2025-04-25, 18:35","2025-04-25, 18:50","179ml, formula"
Feeding,Bottle,"2025-04-25, 15:00","2025-04-25, 15:30","158ml, formula"
Feeding,Bottle,"2025-04-25, 12:00","2025-04-25, 14:11","147ml, formula"
Feeding,Bottle,"2025-04-25, 08:10","2025-04-25, 08:30","108ml, formula"
Feeding,Bottle,"2025-04-25, 05:00","2025-04-25, 05:30","143ml, formula"
Feeding,Bottle,"2025-04-24, 23:05","2025-04-24, 23:15","60ml, formula"
Feeding,Bottle,"2025-04-24, 18:45","2025-04-24, 19:15","161ml, formula"
Feeding,Bottle,"2025-04-24, 15:50","2025-04-24, 16:13","147ml, formula"
Feeding,Bottle,"2025-04-24, 12:25","2025-04-24, 12:40","167ml, formula"
Feeding,Bottle,"2025-04-24, 09:05","2025-04-24, 09:20","160ml, formula"
Feeding,Bottle,"2025-04-24, 06:00","2025-04-24, 06:10","119ml, formula"
Feeding,Bottle,"2025-04-23, 23:05","2025-04-23, 23:15","98ml, formula"
Feeding,Bottle,"2025-04-23, 18:15","2025-04-23, 18:25","90ml, formula"
Feeding,Bottle,"2025-04-23, 15:10","2025-04-23, 15:25","127ml, formula"
Feeding,Bottle,"2025-04-23, 12:00","2025-04-23, 12:30","132ml, formula"
Feeding,Bottle,"2025-04-23, 08:50","2025-04-23, 09:48","167ml, formula"
Feeding,Bottle,"2025-04-23, 05:40","2025-04-23, 05:55","140ml, formula"
Feeding,Bottle,"2025-04-22, 23:15","2025-04-22, 23:25","95ml, formula"
Feeding,Bottle,"2025-04-22, 19:05","2025-04-22, 20:00","152ml, formula"
Feeding,Bottle,"2025-04-22, 15:50","2025-04-22, 15:55","162ml, formula"
Feeding,Bottle,"2025-04-22, 12:55","2025-04-22, 13:10","143ml, formula"
Feeding,Bottle,"2025-04-22, 09:15","2025-04-22, 09:30","174ml, formula"
Feeding,Bottle,"2025-04-22, 06:10","2025-04-22, 06:20","140ml, formula"
Feeding,Bottle,"2025-04-21, 22:40","2025-04-21, 22:50","82ml, formula"
Feeding,Bottle,"2025-04-21, 18:30","2025-04-21, 18:45","112ml, formula"
Feeding,Bottle,"2025-04-21, 15:00","2025-04-21, 15:30","144ml, formula"
Feeding,Bottle,"2025-04-21, 12:00","2025-04-21, 12:25","116ml, formula"
Feeding,Bottle,"2025-04-21, 08:30","2025-04-21, 09:05","153ml, formula"
Feeding,Bottle,"2025-04-21, 04:05","2025-04-21, 04:20","127ml, formula"
Feeding,Bottle,"2025-04-20, 18:45","2025-04-20, 19:00","146ml, formula"
Feeding,Bottle,"2025-04-20, 15:55","2025-04-20, 16:10","157ml, formula"
Feeding,Bottle,"2025-04-20, 12:15","2025-04-20, 12:40","161ml, formula"
Feeding,Bottle,"2025-04-20, 09:20","2025-04-20, 09:35","100ml, formula"
Feeding,Bottle,"2025-04-20, 05:55","2025-04-20, 06:15","150ml, formula"
Feeding,Bottle,"2025-04-20, 00:20","2025-04-20, 00:40","156ml, formula"
Feeding,Bottle,"2025-04-19, 18:30","2025-04-19, 18:40","163ml, formula"
Feeding,Bottle,"2025-04-19, 15:45","2025-04-19, 16:00","182ml, formula"
Feeding,Bottle,"2025-04-19, 12:35","2025-04-19, 12:50","162ml, formula"
Feeding,Bottle,"2025-04-19, 08:55","2025-04-19, 09:06","120ml, formula"
Feeding,Bottle,"2025-04-19, 05:45","2025-04-19, 06:00","158ml, formula"
Feeding,Bottle,"2025-04-19, 00:35","2025-04-19, 00:45","133ml, formula"
Feeding,Bottle,"2025-04-18, 19:30","2025-04-18, 19:45","105ml, formula"
Feeding,Bottle,"2025-04-18, 16:50","2025-04-18, 17:05","181ml, formula"
Feeding,Bottle,"2025-04-18, 13:40","2025-04-18, 14:05","162ml, formula"
Feeding,Bottle,"2025-04-18, 09:45","2025-04-18, 09:50","161ml, formula"
Feeding,Bottle,"2025-04-18, 06:10","2025-04-18, 06:25","151ml, formula"
Feeding,Bottle,"2025-04-18, 02:50","2025-04-18, 03:05","206ml, formula"
Feeding,Bottle,"2025-04-17, 18:15","2025-04-17, 18:45","160ml, formula"
Feeding,Bottle,"2025-04-17, 15:35","2025-04-17, 16:00","122ml, formula"
Feeding,Bottle,"2025-04-17, 12:25","2025-04-17, 13:00","144ml, formula"
Feeding,Bottle,"2025-04-17, 09:10","2025-04-17, 09:35","108ml, formula"
Feeding,Bottle,"2025-04-17, 05:30","2025-04-17, 05:45","94ml, formula"
Feeding,Bottle,"2025-04-17, 01:35","2025-04-17, 01:40","152ml, formula"
Feeding,Bottle,"2025-04-16, 18:15","2025-04-16, 18:25","141ml, formula"
Feeding,Bottle,"2025-04-16, 14:55","2025-04-16, 15:10","165ml, formula"
Feeding,Bottle,"2025-04-16, 11:55","2025-04-16, 12:10","117ml, formula"
Feeding,Bottle,"2025-04-16, 08:40","2025-04-16, 08:55","124ml, formula"
Feeding,Bottle,"2025-04-16, 05:00","2025-04-16, 05:32","166ml, formula"
Feeding,Bottle,"2025-04-16, 01:10","2025-04-16, 01:20","141ml, formula"
Feeding,Bottle,"2025-04-15, 19:15","2025-04-15, 19:30","95ml, formula"
Feeding,Bottle,"2025-04-15, 16:15","2025-04-15, 16:30","163ml, formula"
Feeding,Bottle,"2025-04-15, 13:00","2025-04-15, 13:15","169ml, formula"
Feeding,Bottle,"2025-04-15, 10:05","2025-04-15, 10:15","128ml, formula"
Feeding,Bottle,"2025-04-15, 06:05","2025-04-15, 06:20","98ml, formula"
Feeding,Bottle,"2025-04-15, 02:10","2025-04-15, 02:25","103ml, formula"
Feeding,Bottle,"2025-04-14, 18:20","2025-04-14, 18:35","112ml, formula"
Feeding,Bottle,"2025-04-14, 15:00","2025-04-14, 15:30","125ml, formula"
Feeding,Bottle,"2025-04-14, 12:15","2025-04-14, 12:30","120ml, formula"
Feeding,Bottle,"2025-04-14, 09:20","2025-04-14, 10:00","133ml, formula"
Feeding,Bottle,"2025-04-14, 05:25","2025-04-14, 05:40","151ml, formula"
Feeding,Bottle,"2025-04-14, 00:45","2025-04-14, 01:00","152ml, formula"
Feeding,Bottle,"2025-04-13, 19:10","2025-04-13, 19:25","101ml, formula"
Feeding,Bottle,"2025-04-13, 16:15","2025-04-13, 16:35","186ml, formula"
Feeding,Bottle,"2025-04-13, 13:25","2025-04-13, 14:05","129ml, formula"
Feeding,Bottle,"2025-04-13, 10:15","2025-04-13, 10:25","151ml, formula"
Feeding,Bottle,"2025-04-13, 06:30","2025-04-13, 06:45","138ml, formula"
Feeding,Bottle,"2025-04-13, 01:35","2025-04-13, 01:45","141ml, formula"
Feeding,Bottle,"2025-04-12, 20:40","2025-04-12, 20:55","152ml, formula"
Feeding,Bottle,"2025-04-12, 16:40","2025-04-12, 16:55","125ml, formula"
Feeding,Bottle,"2025-04-12, 13:20","2025-04-12, 13:50","130ml, formula"
Feeding,Bottle,"2025-04-12, 09:35","2025-04-12, 10:00","160ml, formula"
Feeding,Bottle,"2025-04-12, 05:40","2025-04-12, 05:55","194ml, formula"
Feeding,Bottle,"2025-04-12, 00:15","2025-04-12, 00:20","104ml, formula"
Feeding,Bottle,"2025-04-11, 19:10","2025-04-11, 19:15","90ml, formula"
Feeding,Bottle,"2025-04-11, 16:25","2025-04-11, 16:35","137ml, formula"
Feeding,Bottle,"2025-04-11, 13:25","2025-04-11, 13:40","182ml, formula"
Feeding,Bottle,"2025-04-11, 09:30","2025-04-11, 09:45","140ml, formula"
Feeding,Bottle,"2025-04-11, 05:20","2025-04-11, 05:35","152ml, formula"
Feeding,Bottle,"2025-04-10, 23:40","2025-04-10, 23:55","88ml, formula"
Feeding,Bottle,"2025-04-10, 17:45","2025-04-10, 18:30","189ml, formula"
Feeding,Bottle,"2025-04-10, 14:40","2025-04-10, 14:55","110ml, formula"
Feeding,Bottle,"2025-04-10, 11:50","2025-04-10, 12:43","108ml, formula"
Feeding,Bottle,"2025-04-10, 08:40","2025-04-10, 09:10","208ml, formula"
Feeding,Bottle,"2025-04-10, 05:05","2025-04-10, 05:25","76ml, formula"
Feeding,Bottle,"2025-04-10, 00:55","2025-04-10, 01:10","126ml, formula"
Feeding,Bottle,"2025-04-09, 19:00","2025-04-09, 19:30","143ml, formula"
Feeding,Bottle,"2025-04-09, 15:55","2025-04-09, 16:28","156ml, formula"
Feeding,Bottle,"2025-04-09, 12:25","2025-04-09, 12:35","109ml, formula"
Feeding,Bottle,"2025-04-09, 09:35","2025-04-09, 10:17","88ml, formula"
Feeding,Bottle,"2025-04-09, 06:10","2025-04-09, 06:30","127ml, formula"
Feeding,Bottle,"2025-04-09, 00:10","2025-04-09, 00:30","70ml, formula"
Feeding,Bottle,"2025-04-08, 19:50","2025-04-08, 20:25","97ml, formula"
Feeding,Bottle,"2025-04-08, 17:00","2025-04-08, 17:15","174ml, formula"
Feeding,Bottle,"2025-04-08, 14:05","2025-04-08, 14:15","88ml, formula"
Feeding,Bottle,"2025-04-08, 10:50","2025-04-08, 11:00","135ml, formula"
Feeding,Bottle,"2025-04-08, 07:50","2025-04-08, 08:45","134ml, formula"
Feeding,Bottle,"2025-04-08, 03:35","2025-04-08, 03:50","197ml, formula"
Feeding,Bottle,"2025-04-07, 23:30","2025-04-07, 23:45","82ml, formula"
Feeding,Bottle,"2025-04-07, 18:30","2025-04-07, 18:40","141ml, formula"
Feeding,Bottle,"2025-04-07, 15:05","2025-04-07, 15:15","143ml, formula"
Feeding,Bottle,"2025-04-07, 12:30","2025-04-07, 13:00","125ml, formula"
Feeding,Bottle,"2025-04-07, 08:35","2025-04-07, 08:45","133ml, formula"
Feeding,Bottle,"2025-04-07, 05:30","2025-04-07, 05:40","88ml, formula"
Feeding,Bottle,"2025-04-07, 01:20","2025-04-07, 01:30","112ml, formula"
Feeding,Bottle,"2025-04-06, 19:30","2025-04-06, 19:47","197ml, formula"
Feeding,Bottle,"2025-04-06, 16:10","2025-04-06, 16:15","137ml, formula"
Feeding,Bottle,"2025-04-06, 13:30","2025-04-06, 13:40","116ml, formula"
Feeding,Bottle,"2025-04-06, 09:40","2025-04-06, 09:50","130ml, formula"
Feeding,Bottle,"2025-04-06, 06:30","2025-04-06, 06:40","100ml, formula"
Feeding,Bottle,"2025-04-06, 02:20","2025-04-06, 02:30","107ml, formula"
Feeding,Bottle,"2025-04-05, 20:25","2025-04-05, 20:35","186ml, formula"
Feeding,Bottle,"2025-04-05, 18:00","2025-04-05, 18:10","125ml, formula"
Feeding,Bottle,"2025-04-05, 14:45","2025-04-05, 15:08","134ml, formula"
Feeding,Bottle,"2025-04-05, 12:10","2025-04-05, 12:20","119ml, formula"
Feeding,Bottle,"2025-04-05, 08:50","2025-04-05, 09:30","93ml, formula"
Feeding,Bottle,"2025-04-05, 04:55","2025-04-05, 05:05","71ml, formula"
Feeding,Bottle,"2025-04-04, 23:10","2025-04-04, 23:20","63ml, formula"
Feeding,Bottle,"2025-04-04, 18:40","2025-04-04, 18:55","137ml, formula"
Feeding,Bottle,"2025-04-04, 15:50","2025-04-04, 16:00","106ml, formula"
Feeding,Bottle,"2025-04-04, 12:15","2025-04-04, 12:30","160ml, formula"
Feeding,Bottle,"2025-04-04, 09:05","2025-04-04, 09:45","115ml, formula"
Feeding,Bottle,"2025-04-04, 04:55","2025-04-04, 05:10","114ml, formula"
Feeding,Bottle,"2025-04-03, 23:00","2025-04-03, 23:10","55ml, formula"
Feeding,Bottle,"2025-04-03, 19:50","2025-04-03, 20:05","155ml, formula"
Feeding,Bottle,"2025-04-03, 15:35","2025-04-03, 16:15","150ml, formula"
Feeding,Bottle,"2025-04-03, 11:50","2025-04-03, 12:43","90ml, formula"
Feeding,Bottle,"2025-04-03, 08:35","2025-04-03, 09:25","136ml, formula"
Feeding,Bottle,"2025-04-03, 03:55","2025-04-03, 04:10","176ml, formula"
Feeding,Bottle,"2025-04-02, 22:00","2025-04-02, 22:10","122ml, formula"
Feeding,Bottle,"2025-04-02, 16:50","2025-04-02, 18:00","172ml, formula"
Feeding,Bottle,"2025-04-02, 13:35","2025-04-02, 13:45","174ml, formula"
Feeding,Bottle,"2025-04-02, 10:35","2025-04-02, 10:45","81ml, formula"
Feeding,Bottle,"2025-04-02, 07:30","2025-04-02, 07:45","119ml, formula"
Feeding,Bottle,"2025-04-02, 03:45","2025-04-02, 03:55","123ml, formula"
Feeding,Bottle,"2025-04-01, 22:40","2025-04-01, 22:50","65ml, formula"
Feeding,Bottle,"2025-04-01, 18:35","2025-04-01, 18:45","101ml, formula"
Feeding,Bottle,"2025-04-01, 16:25","2025-04-01, 17:00","133ml, formula"
Feeding,Bottle,"2025-04-01, 13:10","2025-04-01, 14:00","167ml, formula"
Feeding,Bottle,"2025-04-01, 10:10","2025-04-01, 10:25","160ml, formula"
Feeding,Bottle,"2025-04-01, 07:10","2025-04-01, 07:20","98ml, formula"
Feeding,Bottle,"2025-04-01, 03:00","2025-04-01, 03:05","105ml, formula"
Feeding,Bottle,"2025-03-31, 22:55","2025-03-31, 23:00","66ml, formula"
Feeding,Bottle,"2025-03-31, 19:20","2025-03-31, 19:30","123ml, formula"
Feeding,Bottle,"2025-03-31, 16:20","2025-03-31, 16:39","122ml, formula"
Feeding,Bottle,"2025-03-31, 13:10","2025-03-31, 13:20","127ml, formula"
Feeding,Bottle,"2025-03-31, 09:50","2025-03-31, 10:05","144ml, formula"
Feeding,Bottle,"2025-03-31, 06:10","2025-03-31, 06:25","83ml, formula"
Feeding,Bottle,"2025-03-31, 02:55","2025-03-31, 03:05","125ml, formula"
Feeding,Bottle,"2025-03-30, 21:00","2025-03-30, 21:15","82ml, formula"
Feeding,Bottle,"2025-03-30, 17:45","2025-03-30, 19:00","131ml, formula"
Feeding,Bottle,"2025-03-30, 14:50","2025-03-30, 15:08","203ml, formula"
Feeding,Bottle,"2025-03-30, 11:50","2025-03-30, 12:05","178ml, formula"
Feeding,Bottle,"2025-03-30, 07:30","2025-03-30, 07:45","169ml, formula"
Feeding,Bottle,"2025-03-30, 03:00","2025-03-30, 03:15","143ml, formula"
Feeding,Bottle,"2025-03-29, 21:20","2025-03-29, 21:35","103ml, formula"
Feeding,Bottle,"2025-03-29, 18:00","2025-03-29, 18:45","203ml, formula"
Feeding,Bottle,"2025-03-29, 15:00","2025-03-29, 15:10","164ml, formula"
Feeding,Bottle,"2025-03-29, 11:20","2025-03-29, 11:40","206ml, formula"
Feeding,Bottle,"2025-03-29, 08:20","2025-03-29, 08:40","83ml, formula"
Feeding,Bottle,"2025-03-29, 04:20","2025-03-29, 04:35","143ml, formula"
Feeding,Bottle,"2025-03-28, 22:30","2025-03-28, 23:00","176ml, formula"
Feeding,Bottle,"2025-03-28, 17:45","2025-03-28, 18:15","217ml, formula"
Feeding,Bottle,"2025-03-28, 14:35","2025-03-28, 14:48","133ml, formula"
Feeding,Bottle,"2025-03-28, 12:00","2025-03-28, 12:15","173ml, formula"
Feeding,Bottle,"2025-03-28, 08:30","2025-03-28, 08:45","124ml, formula"
Feeding,Bottle,"2025-03-28, 05:20","2025-03-28, 05:30","54ml, formula"
Feeding,Bottle,"2025-03-28, 01:55","2025-03-28, 02:05","129ml, formula"
Feeding,Bottle,"2025-03-27, 20:00","2025-03-27, 20:10","221ml, formula"
Feeding,Bottle,"2025-03-27, 17:00","2025-03-27, 17:09","133ml, formula"
Feeding,Bottle,"2025-03-27, 13:10","2025-03-27, 13:25","156ml, formula"
Feeding,Bottle,"2025-03-27, 10:30","2025-03-27, 10:45","88ml, formula"
Feeding,Bottle,"2025-03-27, 07:00","2025-03-27, 07:10","91ml, formula"
Feeding,Bottle,"2025-03-27, 02:20","2025-03-27, 02:30","110ml, formula"
Feeding,Bottle,"2025-03-26, 20:25","2025-03-26, 20:35","143ml, formula"
Feeding,Bottle,"2025-03-26, 17:00","2025-03-26, 17:10","208ml, formula"
Feeding,Bottle,"2025-03-26, 13:15","2025-03-26, 13:30","144ml, formula"
Feeding,Bottle,"2025-03-26, 10:45","2025-03-26, 11:02","139ml, formula"
Feeding,Bottle,"2025-03-26, 06:30","2025-03-26, 06:40","120ml, formula"
Feeding,Bottle,"2025-03-26, 02:20","2025-03-26, 02:30","119ml, formula"
Feeding,Bottle,"2025-03-25, 20:30","2025-03-25, 20:45","200ml, formula"
Feeding,Bottle,"2025-03-25, 16:20","2025-03-25, 16:30","150ml, formula"
Feeding,Bottle,"2025-03-25, 13:15","2025-03-25, 13:30","147ml, formula"
Feeding,Bottle,"2025-03-25, 09:45","2025-03-25, 10:21","125ml, formula"
Feeding,Bottle,"2025-03-25, 06:35","2025-03-25, 06:50","120ml, formula"
Feeding,Bottle,"2025-03-25, 02:20","2025-03-25, 02:30","98ml, formula"
Feeding,Bottle,"2025-03-24, 20:25","2025-03-24, 20:40","129ml, formula"
Feeding,Bottle,"2025-03-24, 17:15","2025-03-24, 17:45","137ml, formula"
Feeding,Bottle,"2025-03-24, 13:30","2025-03-24, 13:45","185ml, formula"
Feeding,Bottle,"2025-03-24, 10:10","2025-03-24, 10:50","164ml, formula"
Feeding,Bottle,"2025-03-24, 07:10","2025-03-24, 07:20","182ml, formula"
Feeding,Bottle,"2025-03-24, 02:55","2025-03-24, 03:09","85ml, formula"
Feeding,Bottle,"2025-03-23, 20:50","2025-03-23, 21:05","147ml, formula"
Feeding,Bottle,"2025-03-23, 17:00","2025-03-23, 17:15","115ml, formula"
Feeding,Bottle,"2025-03-23, 13:35","2025-03-23, 13:55","158ml, formula"
Feeding,Bottle,"2025-03-23, 10:10","2025-03-23, 10:30","149ml, formula"
Feeding,Bottle,"2025-03-23, 07:10","2025-03-23, 07:25","133ml, formula"
Feeding,Bottle,"2025-03-23, 02:55","2025-03-23, 03:10","133ml, formula"
Feeding,Bottle,"2025-03-22, 21:00","2025-03-22, 21:10","68ml, formula"
Feeding,Bottle,"2025-03-22, 17:50","2025-03-22, 18:10","197ml, formula"
Feeding,Bottle,"2025-03-22, 14:30","2025-03-22, 14:40","150ml, formula"
Feeding,Bottle,"2025-03-22, 11:30","2025-03-22, 11:50","186ml, formula"
Feeding,Bottle,"2025-03-22, 07:30","2025-03-22, 07:45","138ml, formula"
Feeding,Bottle,"2025-03-22, 03:00","2025-03-22, 03:15","168ml, formula"
Feeding,Bottle,"2025-03-21, 22:00","2025-03-21, 22:10","49ml, formula"
Feeding,Bottle,"2025-03-21, 18:50","2025-03-21, 19:11","158ml, formula"
Feeding,Bottle,"2025-03-21, 15:40","2025-03-21, 16:00","219ml, formula"
Feeding,Bottle,"2025-03-21, 12:30","2025-03-21, 12:45","200ml, formula"
Feeding,Bottle,"2025-03-21, 08:50","2025-03-21, 09:05","125ml, formula"
Feeding,Bottle,"2025-03-21, 05:10","2025-03-21, 05:25","119ml, formula"
Feeding,Bottle,"2025-03-20, 22:35","2025-03-20, 22:47","38ml, formula"
Feeding,Bottle,"2025-03-20, 18:50","2025-03-20, 19:05","192ml, formula"
Feeding,Bottle,"2025-03-20, 15:35","2025-03-20, 15:50","134ml, formula"
Feeding,Bottle,"2025-03-20, 11:30","2025-03-20, 12:00","178ml, formula"
Feeding,Bottle,"2025-03-20, 08:05","2025-03-20, 08:20","169ml, formula"
Feeding,Bottle,"2025-03-20, 04:15","2025-03-20, 04:30","94ml, formula"
Feeding,Bottle,"2025-03-19, 21:30","2025-03-19, 21:40","54ml, formula"
Feeding,Bottle,"2025-03-19, 18:45","2025-03-19, 19:00","203ml, formula"
Feeding,Bottle,"2025-03-19, 15:35","2025-03-19, 16:58","152ml, formula"
Feeding,Bottle,"2025-03-19, 12:05","2025-03-19, 12:30","147ml, formula"
Feeding,Bottle,"2025-03-19, 08:20","2025-03-19, 08:50","205ml, formula"
Feeding,Bottle,"2025-03-19, 03:25","2025-03-19, 03:40","108ml, formula"
Feeding,Bottle,"2025-03-18, 22:20","2025-03-18, 22:35","75ml, formula"
Feeding,Bottle,"2025-03-18, 18:40","2025-03-18, 18:55","184ml, formula"
Feeding,Bottle,"2025-03-18, 15:15","2025-03-18, 15:58","145ml, formula"
Feeding,Bottle,"2025-03-18, 11:40","2025-03-18, 12:00","166ml, formula"
Feeding,Bottle,"2025-03-18, 08:00","2025-03-18, 08:30","167ml, formula"
Feeding,Bottle,"2025-03-18, 03:40","2025-03-18, 03:50","148ml, formula"
Feeding,Bottle,"2025-03-17, 20:50","2025-03-17, 21:00","87ml, formula"
Feeding,Bottle,"2025-03-17, 16:50","2025-03-17, 17:10","144ml, formula"
Feeding,Bottle,"2025-03-17, 13:50","2025-03-17, 14:00","171ml, formula"
