Activity,Type,Start,Finish,Details,,,
Feeding,Bottle,"2025-05-27, 12:40","2025-05-27, 13:15","120ml, formula",,,120
Feeding,Bottle,"2025-05-27, 09:20","2025-05-27, 10:20","120ml, formula",,,120
Feeding,Bottle,"2025-05-27, 06:20","2025-05-27, 06:30","130ml, formula",,,130
Feeding,Bottle,"2025-05-26, 23:50","2025-05-27, 00:00","110ml, formula",,,110
Feeding,Bottle,"2025-05-26, 20:05","2025-05-26, 20:15","50ml, formula",,,50
Feeding,Bottle,"2025-05-26, 17:00","2025-05-26, 17:20","160ml, formula",,,160
Feeding,Bottle,"2025-05-26, 14:00","2025-05-26, 15:00","70ml, formula",,,70
Feeding,Bottle,"2025-05-26, 09:40","2025-05-26, 11:40","110ml, formula",,,110
Feeding,Bottle,"2025-05-26, 06:35","2025-05-26, 06:45","160ml, formula",,,160
Feeding,Bottle,"2025-05-25, 23:40","2025-05-25, 23:50","90ml, formula",,,90
Feeding,Bottle,"2025-05-25, 18:45","2025-05-25, 19:05","210ml, formula",,,210
Feeding,Bottle,"2025-05-25, 15:45","2025-05-25, 15:55","100ml, formula",,,100
Feeding,Bottle,"2025-05-25, 12:10","2025-05-25, 13:40","120ml, formula",,,120
Feeding,Bottle,"2025-05-25, 08:45","2025-05-25, 09:00","160ml, formula",,,160
Feeding,Bottle,"2025-05-25, 04:50","2025-05-25, 05:05","160ml, formula",,,160
Feeding,Bottle,"2025-05-24, 19:00","2025-05-24, 20:00","160ml, formula",,,160
Feeding,Bottle,"2025-05-24, 15:30","2025-05-24, 16:30","150ml, formula",,,150
Feeding,Bottle,"2025-05-24, 12:30","2025-05-24, 13:15","100ml, formula",,,100
Feeding,Bottle,"2025-05-24, 08:45","2025-05-24, 09:15","110ml, formula",,,110
Feeding,Bottle,"2025-05-24, 05:20","2025-05-24, 05:35","150ml, formula",,,150
Feeding,Bottle,"2025-05-23, 23:40","2025-05-23, 23:45","75ml, formula",,,75
Feeding,Bottle,"2025-05-23, 19:30","2025-05-23, 20:00","130ml, formula",,,130
Feeding,Bottle,"2025-05-23, 16:40","2025-05-23, 17:20","130ml, formula",,,130
Feeding,Bottle,"2025-05-23, 13:35","2025-05-23, 14:05","140ml, formula",,,140
Feeding,Bottle,"2025-05-23, 09:40","2025-05-23, 09:55","130ml, formula",,,130
Feeding,Bottle,"2025-05-23, 06:35","2025-05-23, 06:45","130ml, formula",,,130
Feeding,Bottle,"2025-05-22, 23:45","2025-05-22, 23:55","150ml, formula",,,150
Feeding,Bottle,"2025-05-22, 18:25","2025-05-22, 18:55","150ml, formula",,,150
Feeding,Bottle,"2025-05-22, 15:10","2025-05-22, 15:40","90ml, formula",,,90
Feeding,Bottle,"2025-05-22, 12:00","2025-05-22, 12:30","100ml, formula",,,100
Feeding,Bottle,"2025-05-22, 08:20","2025-05-22, 09:15","90ml, formula",,,90
Feeding,Bottle,"2025-05-22, 04:00","2025-05-22, 04:15","160ml, formula",,,160
Feeding,Bottle,"2025-05-21, 23:55","2025-05-22, 00:05","150ml, formula",,,150
Feeding,Bottle,"2025-05-21, 18:10","2025-05-21, 19:10","150ml, formula",,,150
Feeding,Bottle,"2025-05-21, 14:50","2025-05-21, 15:20","130ml, formula",,,130
Feeding,Bottle,"2025-05-21, 11:35","2025-05-21, 12:00","160ml, formula",,,160
Feeding,Bottle,"2025-05-21, 08:30","2025-05-21, 08:50","140ml, formula",,,140
Feeding,Bottle,"2025-05-21, 04:05","2025-05-21, 04:35","120ml, formula",,,120
Feeding,Bottle,"2025-05-20, 23:10","2025-05-20, 23:15","110ml, formula",,,110
Feeding,Bottle,"2025-05-20, 18:35","2025-05-20, 18:45","160ml, formula",,,160
Feeding,Bottle,"2025-05-20, 15:05","2025-05-20, 15:35","130ml, formula",,,130
Feeding,Bottle,"2025-05-20, 12:15","2025-05-20, 12:30","145ml, formula",,,145
Feeding,Bottle,"2025-05-20, 09:00","2025-05-20, 09:25","130ml, formula",,,130
Feeding,Bottle,"2025-05-20, 05:20","2025-05-20, 05:35","125ml, formula",,,125
Feeding,Bottle,"2025-05-19, 22:40","2025-05-19, 22:50","80ml, formula",,,80
Feeding,Bottle,"2025-05-19, 18:10","2025-05-19, 19:15","155ml, formula",,,155
Feeding,Bottle,"2025-05-19, 15:10","2025-05-19, 15:30","155ml, formula",,,155
Feeding,Bottle,"2025-05-19, 12:05","2025-05-19, 12:20","140ml, formula",,,140
Feeding,Bottle,"2025-05-19, 08:30","2025-05-19, 09:00","130ml, formula",,,130
Feeding,Bottle,"2025-05-19, 04:55","2025-05-19, 05:10","150ml, formula",,,150
Feeding,Bottle,"2025-05-18, 23:10","2025-05-18, 23:20","130ml, formula",,,130
Feeding,Bottle,"2025-05-18, 18:15","2025-05-18, 18:30","150ml, formula",,,150
Feeding,Bottle,"2025-05-18, 15:10","2025-05-18, 15:40","145ml, formula",,,145
Feeding,Bottle,"2025-05-18, 12:10","2025-05-18, 12:40","145ml, formula",,,145
Feeding,Bottle,"2025-05-18, 08:25","2025-05-18, 08:45","150ml, formula",,,150
Feeding,Bottle,"2025-05-18, 04:25","2025-05-18, 04:35","140ml, formula",,,140
Feeding,Bottle,"2025-05-17, 23:20","2025-05-17, 23:25","110ml, formula",,,110
Feeding,Bottle,"2025-05-17, 18:30","2025-05-17, 19:00","155ml, formula",,,155
Feeding,Bottle,"2025-05-17, 15:20","2025-05-17, 15:30","145ml, formula",,,145
Feeding,Bottle,"2025-05-17, 12:20","2025-05-17, 13:25","150ml, formula",,,150
Feeding,Bottle,"2025-05-17, 08:50","2025-05-17, 09:10","150ml, formula",,,150
Feeding,Bottle,"2025-05-17, 05:25","2025-05-17, 05:35","150ml, formula",,,150
Feeding,Bottle,"2025-05-16, 19:50","2025-05-16, 21:00","160ml, formula",,,160
Feeding,Bottle,"2025-05-16, 16:45","2025-05-16, 17:00","150ml, formula",,,150
Feeding,Bottle,"2025-05-16, 14:00","2025-05-16, 14:15","130ml, formula",,,130
Feeding,Bottle,"2025-05-16, 10:25","2025-05-16, 10:40","160ml, formula",,,160
Feeding,Bottle,"2025-05-16, 07:35","2025-05-16, 07:50","160ml, formula",,,160
Feeding,Bottle,"2025-05-16, 02:00","2025-05-16, 02:10","140ml, formula",,,140
Feeding,Bottle,"2025-05-15, 19:25","2025-05-15, 19:35","120ml, formula",,,120
Feeding,Bottle,"2025-05-15, 16:25","2025-05-15, 16:45","150ml, formula",,,150
Feeding,Bottle,"2025-05-15, 13:20","2025-05-15, 13:50","130ml, formula",,,130
Feeding,Bottle,"2025-05-15, 09:30","2025-05-15, 09:50","120ml, formula",,,120
Feeding,Bottle,"2025-05-15, 06:20","2025-05-15, 06:35","135ml, formula",,,135
Feeding,Bottle,"2025-05-15, 01:50","2025-05-15, 02:00","150ml, formula",,,150
Feeding,Bottle,"2025-05-14, 18:55","2025-05-14, 19:10","160ml, formula",,,160
Feeding,Bottle,"2025-05-14, 15:45","2025-05-14, 16:00","150ml, formula",,,150
Feeding,Bottle,"2025-05-14, 12:45","2025-05-14, 13:05","150ml, formula",,,150
Feeding,Bottle,"2025-05-14, 09:35","2025-05-14, 10:05","85ml, formula",,,85
Feeding,Bottle,"2025-05-14, 06:35","2025-05-14, 06:50","130ml, formula",,,130
Feeding,Bottle,"2025-05-14, 00:10","2025-05-14, 00:20","130ml, formula",,,130
Feeding,Bottle,"2025-05-13, 18:25","2025-05-13, 18:45","150ml, formula",,,150
Feeding,Bottle,"2025-05-13, 15:00","2025-05-13, 15:10","140ml, formula",,,140
Feeding,Bottle,"2025-05-13, 11:40","2025-05-13, 11:50","140ml, formula",,,140
Feeding,Bottle,"2025-05-13, 08:10","2025-05-13, 08:30","120ml, formula",,,120
Feeding,Bottle,"2025-05-13, 03:05","2025-05-13, 03:18","150ml, formula",,,150
Feeding,Bottle,"2025-05-12, 19:25","2025-05-12, 19:35","120ml, formula",,,120
Feeding,Bottle,"2025-05-12, 16:40","2025-05-12, 17:00","120ml, formula",,,120
Feeding,Bottle,"2025-05-12, 13:20","2025-05-12, 13:35","140ml, formula",,,140
Feeding,Bottle,"2025-05-12, 09:45","2025-05-12, 10:00","120ml, formula",,,120
Feeding,Bottle,"2025-05-12, 06:25","2025-05-12, 06:35","155ml, formula",,,155
Feeding,Bottle,"2025-05-12, 02:15","2025-05-12, 02:25","110ml, formula",,,110
Feeding,Bottle,"2025-05-11, 20:15","2025-05-11, 20:35","140ml, formula",,,140
Feeding,Bottle,"2025-05-11, 17:20","2025-05-11, 17:30","130ml, formula",,,130
Feeding,Bottle,"2025-05-11, 13:45","2025-05-11, 14:00","130ml, formula",,,130
Feeding,Bottle,"2025-05-11, 10:10","2025-05-11, 10:30","110ml, formula",,,110
Feeding,Bottle,"2025-05-11, 07:15","2025-05-11, 07:35","90ml, formula",,,90
Feeding,Bottle,"2025-05-11, 03:00","2025-05-11, 03:15","120ml, formula",,,120
Feeding,Bottle,"2025-05-10, 19:50","2025-05-10, 20:00","130ml, formula",,,130
Feeding,Bottle,"2025-05-10, 16:50","2025-05-10, 17:10","130ml, formula",,,130
Feeding,Bottle,"2025-05-10, 13:30","2025-05-10, 13:45","110ml, formula",,,110
Feeding,Bottle,"2025-05-10, 10:30","2025-05-10, 11:00","90ml, formula",,,90
Feeding,Bottle,"2025-05-10, 07:35","2025-05-10, 07:50","140ml, formula",,,140
Feeding,Bottle,"2025-05-10, 03:40","2025-05-10, 03:50","150ml, formula",,,150
Feeding,Bottle,"2025-05-09, 20:35","2025-05-09, 20:40","70ml, formula",,,70
Feeding,Bottle,"2025-05-09, 17:30","2025-05-09, 17:45","120ml, formula",,,120
Feeding,Bottle,"2025-05-09, 13:35","2025-05-09, 14:00","150ml, formula",,,150
Feeding,Bottle,"2025-05-09, 09:35","2025-05-09, 09:45","90ml, formula",,,90
Feeding,Bottle,"2025-05-09, 06:30","2025-05-09, 06:50","130ml, formula",,,130
Feeding,Bottle,"2025-05-09, 02:20","2025-05-09, 02:35","150ml, formula",,,150
Feeding,Bottle,"2025-05-08, 22:45","2025-05-08, 23:00","90ml, formula",,,90
Feeding,Bottle,"2025-05-08, 18:45","2025-05-08, 19:00","130ml, formula",,,130
Feeding,Bottle,"2025-05-08, 16:05","2025-05-08, 16:30","130ml, formula",,,130
Feeding,Bottle,"2025-05-08, 12:40","2025-05-08, 13:00","110ml, formula",,,110
Feeding,Bottle,"2025-05-08, 08:50","2025-05-08, 09:10","80ml, formula",,,80
Feeding,Bottle,"2025-05-08, 04:05","2025-05-08, 04:25","140ml, formula",,,140
Feeding,Bottle,"2025-05-07, 22:55","2025-05-07, 23:05","90ml, formula",,,90
Feeding,Bottle,"2025-05-07, 18:45","2025-05-07, 19:00","145ml, formula",,,145
Feeding,Bottle,"2025-05-07, 15:25","2025-05-07, 15:40","160ml, formula",,,160
Feeding,Bottle,"2025-05-07, 12:00","2025-05-07, 12:15","100ml, formula",,,100
Feeding,Bottle,"2025-05-07, 09:00","2025-05-07, 09:15","100ml, formula",,,100
Feeding,Bottle,"2025-05-07, 05:45","2025-05-07, 06:00","120ml, formula",,,120
Feeding,Bottle,"2025-05-07, 00:15","2025-05-07, 00:30","150ml, formula",,,150
Feeding,Bottle,"2025-05-06, 17:30","2025-05-06, 17:45","100ml, formula",,,100
Feeding,Bottle,"2025-05-06, 14:10","2025-05-06, 14:20","150ml, formula",,,150
Feeding,Bottle,"2025-05-06, 10:55","2025-05-06, 11:15","140ml, formula",,,140
Feeding,Bottle,"2025-05-06, 06:55","2025-05-06, 07:15","130ml, formula",,,130
Feeding,Bottle,"2025-05-06, 01:05","2025-05-06, 01:15","120ml, formula",,,120
Feeding,Bottle,"2025-05-05, 19:00","2025-05-05, 19:30","140ml, formula",,,140
Feeding,Bottle,"2025-05-05, 15:10","2025-05-05, 15:30","120ml, formula",,,120
Feeding,Bottle,"2025-05-05, 12:10","2025-05-05, 12:40","140ml, formula",,,140
Feeding,Bottle,"2025-05-05, 08:25","2025-05-05, 08:45","140ml, formula",,,140
Feeding,Bottle,"2025-05-05, 03:20","2025-05-05, 03:40","140ml, formula",,,140
Feeding,Bottle,"2025-05-04, 19:15","2025-05-04, 19:35","140ml, formula",,,140
Feeding,Bottle,"2025-05-04, 16:35","2025-05-04, 17:05","130ml, formula",,,130
Feeding,Bottle,"2025-05-04, 12:40","2025-05-04, 13:10","160ml, formula",,,160
Feeding,Bottle,"2025-05-04, 08:45","2025-05-04, 08:55","140ml, formula",,,140
Feeding,Bottle,"2025-05-04, 04:20","2025-05-04, 04:35","160ml, formula",,,160
Feeding,Bottle,"2025-05-03, 19:45","2025-05-03, 20:00","120ml, formula",,,120
Feeding,Bottle,"2025-05-03, 16:55","2025-05-03, 17:15","150ml, formula",,,150
Feeding,Bottle,"2025-05-03, 13:30","2025-05-03, 13:50","100ml, formula",,,100
Feeding,Bottle,"2025-05-03, 10:05","2025-05-03, 10:20","150ml, formula",,,150
Feeding,Bottle,"2025-05-03, 06:20","2025-05-03, 07:00","120ml, formula",,,120
Feeding,Bottle,"2025-05-03, 02:00","2025-05-03, 02:15","95ml, formula",,,95
Feeding,Bottle,"2025-05-02, 18:40","2025-05-02, 19:40","140ml, formula",,,140
Feeding,Bottle,"2025-05-02, 15:40","2025-05-02, 16:10","130ml, formula",,,130
Feeding,Bottle,"2025-05-02, 12:35","2025-05-02, 12:50","100ml, formula",,,100
Feeding,Bottle,"2025-05-02, 09:10","2025-05-02, 09:25","100ml, formula",,,100
Feeding,Bottle,"2025-05-02, 05:55","2025-05-02, 06:10","140ml, formula",,,140
Feeding,Bottle,"2025-05-01, 23:25","2025-05-01, 23:40","90ml, formula",,,90
Feeding,Bottle,"2025-05-01, 18:50","2025-05-01, 19:05","125ml, formula",,,125
Feeding,Bottle,"2025-05-01, 15:35","2025-05-01, 16:00","140ml, formula",,,140
Feeding,Bottle,"2025-05-01, 12:30","2025-05-01, 13:00","140ml, formula",,,140
Feeding,Bottle,"2025-05-01, 09:20","2025-05-01, 09:30","80ml, formula",,,80
Feeding,Bottle,"2025-05-01, 06:05","2025-05-01, 06:20","120ml, formula",,,120
Feeding,Bottle,"2025-04-30, 23:20","2025-04-30, 23:40","130ml, formula",,,130
Feeding,Bottle,"2025-04-30, 17:45","2025-04-30, 18:00","140ml, formula",,,140
Feeding,Bottle,"2025-04-30, 13:15","2025-04-30, 14:00","130ml, formula",,,130
Feeding,Bottle,"2025-04-30, 09:10","2025-04-30, 09:25","120ml, formula",,,120
Feeding,Bottle,"2025-04-30, 05:10","2025-04-30, 05:30","140ml, formula",,,140
Feeding,Bottle,"2025-04-29, 20:00","2025-04-29, 20:05","50ml, formula",,,50
Feeding,Bottle,"2025-04-29, 18:10","2025-04-29, 18:30","120ml, formula",,,120
Feeding,Bottle,"2025-04-29, 14:45","2025-04-29, 15:00","85ml, formula",,,85
Feeding,Bottle,"2025-04-29, 12:15","2025-04-29, 13:00","70ml, formula",,,70
Feeding,Bottle,"2025-04-29, 08:55","2025-04-29, 09:10","130ml, formula",,,130
Feeding,Bottle,"2025-04-29, 05:45","2025-04-29, 06:00","85ml, formula",,,85
Feeding,Bottle,"2025-04-29, 01:05","2025-04-29, 01:20","150ml, formula",,,150
Feeding,Bottle,"2025-04-28, 19:00","2025-04-28, 19:30","150ml, formula",,,150
Feeding,Bottle,"2025-04-28, 16:30","2025-04-28, 17:00","100ml, formula",,,100
Feeding,Bottle,"2025-04-28, 12:45","2025-04-28, 13:00","100ml, formula",,,100
Feeding,Bottle,"2025-04-28, 09:30","2025-04-28, 09:45","140ml, formula",,,140
Feeding,Bottle,"2025-04-28, 06:30","2025-04-28, 06:40","155ml, formula",,,155
Feeding,Bottle,"2025-04-28, 00:40","2025-04-28, 00:50","110ml, formula",,,110
Feeding,Bottle,"2025-04-27, 18:35","2025-04-27, 19:00","135ml, formula",,,135
Feeding,Bottle,"2025-04-27, 15:35","2025-04-27, 15:50","130ml, formula",,,130
Feeding,Bottle,"2025-04-27, 12:45","2025-04-27, 13:10","100ml, formula",,,100
Feeding,Bottle,"2025-04-27, 09:40","2025-04-27, 10:00","125ml, formula",,,125
Feeding,Bottle,"2025-04-27, 06:30","2025-04-27, 07:00","140ml, formula",,,140
Feeding,Bottle,"2025-04-27, 00:10","2025-04-27, 00:20","100ml, formula",,,100
Feeding,Bottle,"2025-04-26, 18:15","2025-04-26, 18:30","110ml, formula",,,110
Feeding,Bottle,"2025-04-26, 15:05","2025-04-26, 15:15","155ml, formula",,,155
Feeding,Bottle,"2025-04-26, 12:15","2025-04-26, 12:30","100ml, formula",,,100
Feeding,Bottle,"2025-04-26, 09:10","2025-04-26, 09:35","135ml, formula",,,135
Feeding,Bottle,"2025-04-26, 06:10","2025-04-26, 06:40","130ml, formula",,,130
Feeding,Bottle,"2025-04-26, 01:35","2025-04-26, 01:40","100ml, formula",,,100
Feeding,Bottle,"2025-04-25, 18:35","2025-04-25, 18:50","160ml, formula",,,160
Feeding,Bottle,"2025-04-25, 15:00","2025-04-25, 15:30","145ml, formula",,,145
Feeding,Bottle,"2025-04-25, 12:00","2025-04-25, 14:11","130ml, formula",,,130
Feeding,Bottle,"2025-04-25, 08:10","2025-04-25, 08:30","110ml, formula",,,110
Feeding,Bottle,"2025-04-25, 05:00","2025-04-25, 05:30","120ml, formula",,,120
Feeding,Bottle,"2025-04-24, 23:05","2025-04-24, 23:15","60ml, formula",,,60
Feeding,Bottle,"2025-04-24, 18:45","2025-04-24, 19:15","140ml, formula",,,140
Feeding,Bottle,"2025-04-24, 15:50","2025-04-24, 16:13","160ml, formula",,,160
Feeding,Bottle,"2025-04-24, 12:25","2025-04-24, 12:40","120ml, formula",,,120
Feeding,Bottle,"2025-04-24, 09:05","2025-04-24, 09:20","125ml, formula",,,125
Feeding,Bottle,"2025-04-24, 06:00","2025-04-24, 06:10","120ml, formula",,,120
Feeding,Bottle,"2025-04-23, 23:05","2025-04-23, 23:15","90ml, formula",,,90
Feeding,Bottle,"2025-04-23, 18:15","2025-04-23, 18:25","90ml, formula",,,90
Feeding,Bottle,"2025-04-23, 15:10","2025-04-23, 15:25","140ml, formula",,,140
Feeding,Bottle,"2025-04-23, 12:00","2025-04-23, 12:30","145ml, formula",,,145
Feeding,Bottle,"2025-04-23, 08:50","2025-04-23, 09:48","120ml, formula",,,120
Feeding,Bottle,"2025-04-23, 05:40","2025-04-23, 05:55","130ml, formula",,,130
Feeding,Bottle,"2025-04-22, 23:15","2025-04-22, 23:25","85ml, formula",,,85
Feeding,Bottle,"2025-04-22, 19:05","2025-04-22, 20:00","120ml, formula",,,120
Feeding,Bottle,"2025-04-22, 15:50","2025-04-22, 15:55","140ml, formula",,,140
Feeding,Bottle,"2025-04-22, 12:55","2025-04-22, 13:10","120ml, formula",,,120
Feeding,Bottle,"2025-04-22, 09:15","2025-04-22, 09:30","160ml, formula",,,160
Feeding,Bottle,"2025-04-22, 06:10","2025-04-22, 06:20","110ml, formula",,,110
Feeding,Bottle,"2025-04-21, 22:40","2025-04-21, 22:50","60ml, formula",,,60
Feeding,Bottle,"2025-04-21, 18:30","2025-04-21, 18:45","80ml, formula",,,80
Feeding,Bottle,"2025-04-21, 15:00","2025-04-21, 15:30","120ml, formula",,,120
Feeding,Bottle,"2025-04-21, 12:00","2025-04-21, 12:25","110ml, formula",,,110
Feeding,Bottle,"2025-04-21, 08:30","2025-04-21, 09:05","140ml, formula",,,140
Feeding,Bottle,"2025-04-21, 04:05","2025-04-21, 04:20","120ml, formula",,,120
Feeding,Bottle,"2025-04-20, 18:45","2025-04-20, 19:00","160ml, formula",,,160
Feeding,Bottle,"2025-04-20, 15:55","2025-04-20, 16:10","120ml, formula",,,120
Feeding,Bottle,"2025-04-20, 12:15","2025-04-20, 12:40","130ml, formula",,,130
Feeding,Bottle,"2025-04-20, 09:20","2025-04-20, 09:35","90ml, formula",,,90
Feeding,Bottle,"2025-04-20, 05:55","2025-04-20, 06:15","120ml, formula",,,120
Feeding,Bottle,"2025-04-20, 00:20","2025-04-20, 00:40","120ml, formula",,,120
Feeding,Bottle,"2025-04-19, 18:30","2025-04-19, 18:40","120ml, formula",,,120
Feeding,Bottle,"2025-04-19, 15:45","2025-04-19, 16:00","160ml, formula",,,160
Feeding,Bottle,"2025-04-19, 12:35","2025-04-19, 12:50","140ml, formula",,,140
Feeding,Bottle,"2025-04-19, 08:55","2025-04-19, 09:06","120ml, formula",,,120
Feeding,Bottle,"2025-04-19, 05:45","2025-04-19, 06:00","120ml, formula",,,120
Feeding,Bottle,"2025-04-19, 00:35","2025-04-19, 00:45","100ml, formula",,,100
Feeding,Bottle,"2025-04-18, 19:30","2025-04-18, 19:45","95ml, formula",,,95
Feeding,Bottle,"2025-04-18, 16:50","2025-04-18, 17:05","160ml, formula",,,160
Feeding,Bottle,"2025-04-18, 13:40","2025-04-18, 14:05","135ml, formula",,,135
Feeding,Bottle,"2025-04-18, 09:45","2025-04-18, 09:50","140ml, formula",,,140
Feeding,Bottle,"2025-04-18, 06:10","2025-04-18, 06:25","135ml, formula",,,135
Feeding,Bottle,"2025-04-18, 02:50","2025-04-18, 03:05","150ml, formula",,,150
Feeding,Bottle,"2025-04-17, 18:15","2025-04-17, 18:45","140ml, formula",,,140
Feeding,Bottle,"2025-04-17, 15:35","2025-04-17, 16:00","120ml, formula",,,120
Feeding,Bottle,"2025-04-17, 12:25","2025-04-17, 13:00","120ml, formula",,,120
Feeding,Bottle,"2025-04-17, 09:10","2025-04-17, 09:35","120ml, formula",,,120
Feeding,Bottle,"2025-04-17, 05:30","2025-04-17, 05:45","80ml, formula",,,80
Feeding,Bottle,"2025-04-17, 01:35","2025-04-17, 01:40","115ml, formula",,,115
Feeding,Bottle,"2025-04-16, 18:15","2025-04-16, 18:25","155ml, formula",,,155
Feeding,Bottle,"2025-04-16, 14:55","2025-04-16, 15:10","140ml, formula",,,140
Feeding,Bottle,"2025-04-16, 11:55","2025-04-16, 12:10","130ml, formula",,,130
Feeding,Bottle,"2025-04-16, 08:40","2025-04-16, 08:55","110ml, formula",,,110
Feeding,Bottle,"2025-04-16, 05:00","2025-04-16, 05:32","125ml, formula",,,125
Feeding,Bottle,"2025-04-16, 01:10","2025-04-16, 01:20","110ml, formula",,,110
Feeding,Bottle,"2025-04-15, 19:15","2025-04-15, 19:30","80ml, formula",,,80
Feeding,Bottle,"2025-04-15, 16:15","2025-04-15, 16:30","130ml, formula",,,130
Feeding,Bottle,"2025-04-15, 13:00","2025-04-15, 13:15","130ml, formula",,,130
Feeding,Bottle,"2025-04-15, 10:05","2025-04-15, 10:15","120ml, formula",,,120
Feeding,Bottle,"2025-04-15, 06:05","2025-04-15, 06:20","90ml, formula",,,90
Feeding,Bottle,"2025-04-15, 02:10","2025-04-15, 02:25","110ml, formula",,,110
Feeding,Bottle,"2025-04-14, 18:20","2025-04-14, 18:35","105ml, formula",,,105
Feeding,Bottle,"2025-04-14, 15:00","2025-04-14, 15:30","100ml, formula",,,100
Feeding,Bottle,"2025-04-14, 12:15","2025-04-14, 12:30","130ml, formula",,,130
Feeding,Bottle,"2025-04-14, 09:20","2025-04-14, 10:00","140ml, formula",,,140
Feeding,Bottle,"2025-04-14, 05:25","2025-04-14, 05:40","110ml, formula",,,110
Feeding,Bottle,"2025-04-14, 00:45","2025-04-14, 01:00","130ml, formula",,,130
Feeding,Bottle,"2025-04-13, 19:10","2025-04-13, 19:25","90ml, formula",,,90
Feeding,Bottle,"2025-04-13, 16:15","2025-04-13, 16:35","145ml, formula",,,145
Feeding,Bottle,"2025-04-13, 13:25","2025-04-13, 14:05","140ml, formula",,,140
Feeding,Bottle,"2025-04-13, 10:15","2025-04-13, 10:25","110ml, formula",,,110
Feeding,Bottle,"2025-04-13, 06:30","2025-04-13, 06:45","135ml, formula",,,135
Feeding,Bottle,"2025-04-13, 01:35","2025-04-13, 01:45","110ml, formula",,,110
Feeding,Bottle,"2025-04-12, 20:40","2025-04-12, 20:55","120ml, formula",,,120
Feeding,Bottle,"2025-04-12, 16:40","2025-04-12, 16:55","110ml, formula",,,110
Feeding,Bottle,"2025-04-12, 13:20","2025-04-12, 13:50","140ml, formula",,,140
Feeding,Bottle,"2025-04-12, 09:35","2025-04-12, 10:00","145ml, formula",,,145
Feeding,Bottle,"2025-04-12, 05:40","2025-04-12, 05:55","160ml, formula",,,160
Feeding,Bottle,"2025-04-12, 00:15","2025-04-12, 00:20","90ml, formula",,,90
Feeding,Bottle,"2025-04-11, 19:10","2025-04-11, 19:15","80ml, formula",,,80
Feeding,Bottle,"2025-04-11, 16:25","2025-04-11, 16:35","150ml, formula",,,150
Feeding,Bottle,"2025-04-11, 13:25","2025-04-11, 13:40","135ml, formula",,,135
Feeding,Bottle,"2025-04-11, 09:30","2025-04-11, 09:45","155ml, formula",,,155
Feeding,Bottle,"2025-04-11, 05:20","2025-04-11, 05:35","160ml, formula",,,160
Feeding,Bottle,"2025-04-10, 23:40","2025-04-10, 23:55","70ml, formula",,,70
Feeding,Bottle,"2025-04-10, 17:45","2025-04-10, 18:30","150ml, formula",,,150
Feeding,Bottle,"2025-04-10, 14:40","2025-04-10, 14:55","110ml, formula",,,110
Feeding,Bottle,"2025-04-10, 11:50","2025-04-10, 12:43","100ml, formula",,,100
Feeding,Bottle,"2025-04-10, 08:40","2025-04-10, 09:10","160ml, formula",,,160
Feeding,Bottle,"2025-04-10, 05:05","2025-04-10, 05:25","80ml, formula",,,80
Feeding,Bottle,"2025-04-10, 00:55","2025-04-10, 01:10","130ml, formula",,,130
Feeding,Bottle,"2025-04-09, 19:00","2025-04-09, 19:30","150ml, formula",,,150
Feeding,Bottle,"2025-04-09, 15:55","2025-04-09, 16:28","130ml, formula",,,130
Feeding,Bottle,"2025-04-09, 12:25","2025-04-09, 12:35","110ml, formula",,,110
Feeding,Bottle,"2025-04-09, 09:35","2025-04-09, 10:17","80ml, formula",,,80
Feeding,Bottle,"2025-04-09, 06:10","2025-04-09, 06:30","120ml, formula",,,120
Feeding,Bottle,"2025-04-09, 00:10","2025-04-09, 00:30","60ml, formula",,,60
Feeding,Bottle,"2025-04-08, 19:50","2025-04-08, 20:25","80ml, formula",,,80
Feeding,Bottle,"2025-04-08, 17:00","2025-04-08, 17:15","130ml, formula",,,130
Feeding,Bottle,"2025-04-08, 14:05","2025-04-08, 14:15","90ml, formula",,,90
Feeding,Bottle,"2025-04-08, 10:50","2025-04-08, 11:00","150ml, formula",,,150
Feeding,Bottle,"2025-04-08, 07:50","2025-04-08, 08:45","120ml, formula",,,120
Feeding,Bottle,"2025-04-08, 03:35","2025-04-08, 03:50","160ml, formula",,,160
Feeding,Bottle,"2025-04-07, 23:30","2025-04-07, 23:45","60ml, formula",,,60
Feeding,Bottle,"2025-04-07, 18:30","2025-04-07, 18:40","140ml, formula",,,140
Feeding,Bottle,"2025-04-07, 15:05","2025-04-07, 15:15","120ml, formula",,,120
Feeding,Bottle,"2025-04-07, 12:30","2025-04-07, 13:00","110ml, formula",,,110
Feeding,Bottle,"2025-04-07, 08:35","2025-04-07, 08:45","100ml, formula",,,100
Feeding,Bottle,"2025-04-07, 05:30","2025-04-07, 05:40","70ml, formula",,,70
Feeding,Bottle,"2025-04-07, 01:20","2025-04-07, 01:30","110ml, formula",,,110
Feeding,Bottle,"2025-04-06, 19:30","2025-04-06, 19:47","160ml, formula",,,160
Feeding,Bottle,"2025-04-06, 16:10","2025-04-06, 16:15","140ml, formula",,,140
Feeding,Bottle,"2025-04-06, 13:30","2025-04-06, 13:40","120ml, formula",,,120
Feeding,Bottle,"2025-04-06, 09:40","2025-04-06, 09:50","100ml, formula",,,100
Feeding,Bottle,"2025-04-06, 06:30","2025-04-06, 06:40","100ml, formula",,,100
